ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
55555,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55557,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55558,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55559,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
55561,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55562,9,The accused gained entry through a rear window left unlatched.,0.222,2
55565,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55567,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55570,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55571,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55574,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55576,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55578,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55579,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55580,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55582,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55584,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55591,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55594,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55597,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
55598,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55600,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55602,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55603,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55604,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55605,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55608,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55610,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55613,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55614,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55615,1,The accused was a person known to the victim's family.,1.0,1
55618,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55623,1,The accused gained entry through a rear window left unlatched.,1.0,1
55627,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55630,1,The accused gained entry through a rear window left unlatched.,1.0,1
55631,1,The accused gained entry through a rear window left unlatched.,1.0,1
55632,1,The accused gained entry through a rear window left unlatched.,1.0,1
55635,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55637,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55639,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55640,1,The accused approached the victim through a fake social media profile.,1.0,1
55642,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55643,1,The accused gained entry through a rear window left unlatched.,1.0,1
55648,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55651,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55652,1,The accused gained entry through a rear window left unlatched.,1.0,1
55654,1,The accused gained entry through a rear window left unlatched.,1.0,1
55655,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55656,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55658,1,The accused was a person known to the victim's family.,1.0,1
55660,1,The accused waylaid the victim along a known secluded route.,1.0,1
55661,1,The accused waylaid the victim along a known secluded route.,1.0,1
55665,1,The accused operated using a fraudulent online payment link.,1.0,1
55666,9,The accused operated using a fraudulent online payment link.,0.333,2
55672,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55673,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55674,1,The accused gained entry through a rear window left unlatched.,1.0,1
55676,1,The accused gained entry through a rear window left unlatched.,1.0,1
55677,1,The accused gained entry through a rear window left unlatched.,1.0,1
55678,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55681,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55684,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
55687,1,The accused gained entry through a rear window left unlatched.,1.0,1
55690,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55691,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55698,1,The accused gained entry through a rear window left unlatched.,1.0,1
55700,1,The accused gained entry through a rear window left unlatched.,1.0,1
55707,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55708,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55709,1,The accused was a person known to the victim's family.,1.0,1
55710,7,The accused was a person known to the victim's family.,0.286,2
55712,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55713,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55719,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55721,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
55723,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55727,1,The accused acted as part of an organized group during the incident.,1.0,1
55728,1,The accused acted as part of an organized group during the incident.,1.0,1
55729,1,The accused waylaid the victim along a known secluded route.,1.0,1
55732,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55734,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55736,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55744,2,The accused gained entry through a rear window left unlatched.,0.5,1
55749,1,The accused approached the victim through a fake social media profile.,1.0,1
55752,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55753,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55756,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55759,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55760,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55761,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55762,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55772,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55773,1,The accused gained entry through a rear window left unlatched.,1.0,1
55775,1,The accused waylaid the victim along a known secluded route.,1.0,1
55776,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55778,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55779,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55782,1,The accused gained entry through a rear window left unlatched.,1.0,1
55784,1,The accused gained entry through a rear window left unlatched.,1.0,1
55787,1,The accused gained entry through a rear window left unlatched.,1.0,1
55790,1,The accused gained entry through a rear window left unlatched.,1.0,1
55794,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55795,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55797,17,The accused used a duplicate key/lock-picking method to gain entry.,0.294,5
55799,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55801,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55803,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55804,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55812,1,The accused waylaid the victim along a known secluded route.,1.0,1
55816,1,The accused approached the victim through a fake social media profile.,1.0,1
55817,1,The accused approached the victim through a fake social media profile.,1.0,1
55822,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55824,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
